fecha,pais,dist_num_A,agot_num_A,ventas_unidades_A,ppu_A,inventarios_A,share_A,inversion_promos_A,inversion_promos_tv_A,dist_num_B,agot_num_B,ventas_unidades_B,ppu_B,inventarios_B,share_B
01/02/20,CR,73,4,1289000,5.207380915,1575400,0.255535951,0,0,77,8,2996800,3.981266351,1987700,0.594096307
01/03/20,CR,73,5,1429400,5.137967679,1594400,0.259405114,0,0,77,6,3200400,4.11305993,2004400,0.580803223
01/04/20,CR,70,4,850900,4.967955694,1484700,0.25233534,0,0,73,3,2000300,4.120339699,1794100,0.593191187
01/04/17,PTY,85,5,1870300,4.947521253,2228800,0.347503762,0,0,67,3,1966700,5.0186907,2360700,0.365414987
01/05/17,PTY,87,4,1872100,4.973322205,2472500,0.342067277,0,0,66,3,2022400,5.002087371,2347000,0.369529865
01/06/17,PTY,87,5,1943800,5.000419282,2439900,0.351602634,0,0,67,4,1982400,5.016366525,2463200,0.358584762
01/07/17,PTY,87,6,1994800,4.949847102,2387500,0.348936468,0,0,67,3,1983200,5.065907624,2412600,0.346907361
01/08/17,PTY,87,6,2094000,4.877102913,2215400,0.361670524,2763.27,0,67,4,1975200,5.071498582,2257800,0.341151681
01/09/17,PTY,82,6,2020300,4.955418255,2113700,0.36119355,0,0,64,3,1878300,5.126580418,2204200,0.335806486
01/10/17,PTY,81,9,2054800,4.952523847,1820500,0.362833734,0,0,63,5,1784200,5.119637653,1946500,0.315051561
01/11/17,PTY,82,4,1930300,4.937547531,1723800,0.359005356,0,0,60,3,1776800,5.030083859,1824000,0.330456777
01/12/17,PTY,82,4,1960800,4.908496532,1862700,0.355707133,0,0,62,2,1817300,4.973507126,1999900,0.329674915
01/01/18,PTY,82,6,2037800,4.888585239,1849400,0.373455998,0,0,62,5,1811600,4.986709815,2075100,0.332001613
01/02/18,PTY,82,6,1742900,4.896475701,1886000,0.358813357,0,0,62,4,1647200,5.004381678,1991300,0.339111459
01/03/18,PTY,82,4,1729600,5.015725023,1943000,0.353766542,0,0,62,3,1719300,4.951648054,2190400,0.351659815
01/04/18,PTY,83,5,1756500,5.032487902,2078400,0.363363674,1985.22,0,62,3,1707000,4.935346514,2419700,0.353123707
01/05/18,PTY,84,5,1932800,5.127125155,2103300,0.366685638,0,0,63,2,1857400,4.914019597,2324600,0.352380952
01/06/18,PTY,83,5,1799800,5.08081259,1970300,0.360269832,0,0,61,2,1761600,4.891446696,2100600,0.352623256
01/07/18,PTY,84,5,1732500,5.047785859,2065100,0.355384615,0,0,63,3,1632000,4.901962316,2266800,0.334769231
01/08/18,PTY,85,4,1708400,5.072207621,2090100,0.353991836,0,0,61,2,1668300,4.934219565,2231800,0.34568285
01/09/18,PTY,84,6,1605600,4.994987855,2218800,0.347667923,0,0,62,3,1617500,4.910899227,2101300,0.350244684
01/10/18,PTY,83,7,1707300,5.00997745,2131800,0.358127242,0,0,62,4,1612700,5.02388572,2048900,0.338283725
01/11/18,PTY,81,5,1744800,4.921427671,2145600,0.36352272,0,0,62,3,1615400,4.996547914,2203600,0.336562702
01/12/18,PTY,82,6,1791500,4.897321518,2078900,0.366779953,0,0,62,3,1600000,4.992655938,2228500,0.327573499
01/01/19,PTY,81,8,1832900,4.988780348,1996300,0.374665277,0,0,61,4,1623700,5.002115847,2138900,0.331902455
01/02/19,PTY,79,4,1664000,4.97855018,2072400,0.374639769,0,0,59,3,1437700,4.973267024,2160400,0.323689661
01/03/19,PTY,80,6,1658000,5.00119813,1990100,0.36893636,480,480,58,4,1452900,5.013236286,1918900,0.32329773
01/04/19,PTY,81,5,1588700,5.113187827,2182200,0.356146879,2175.93,0,60,3,1464900,5.062583111,2172700,0.32839401
01/05/19,PTY,82,4,1608400,5.119977307,2399500,0.335313862,0,0,61,5,1647900,4.990916318,2205300,0.34354869
01/06/19,PTY,83,7,1762100,5.208457239,2418600,0.345821722,0,0,62,4,1703200,5.091998591,2067300,0.334262276
01/07/19,PTY,83,4,1753000,5.204204507,2470500,0.362272417,0,0,60,3,1594800,5.049033108,2253100,0.329579037
01/08/19,PTY,84,7,1859400,5.119379639,2370700,0.367288889,0,0,60,3,1498500,5.037540541,2270700,0.296
01/09/19,PTY,83,6,1819200,5.034284026,2440700,0.371000306,0,0,59,2,1486200,4.943496838,2093700,0.30308963
01/10/19,PTY,85,5,1988100,5.112799155,2439300,0.375481605,0,0,61,3,1673400,4.984082407,2152400,0.316045932
01/11/19,PTY,84,6,2109100,5.052693329,2506800,0.402745952,0,0,60,5,1549000,5.051125888,1986900,0.295791323
01/12/19,PTY,83,5,2192000,5.03267906,2462700,0.410363936,0,0,59,3,1546300,5.145998189,1911600,0.289482552
01/01/20,PTY,84,5,2260100,5.121679572,2600700,0.425390551,0,0,58,4,1465700,5.231357372,1768200,0.275870506
01/02/20,PTY,84,5,2146400,5.090737281,2647800,0.414643099,0,0,57,5,1417200,5.157550804,1630200,0.273775717
01/03/20,PTY,83,5,2143000,5.040862343,2568900,0.40891484,995.2,0,56,3,1428300,5.1923675,1580300,0.272539928
01/04/20,PTY,80,2,1177600,5.146518767,2542400,0.410184959,0,0,55,0,777000,5.175396396,1579300,0.270646835
